renault_twingo;11000;5;Modèle : Renault Twingo, Puissance : 75 cv; Longueur du véhicule : 3,47 mètres ;citadine;
polo;13000;1;Modèle : Volkswagen Polo, Puissance : 10 cv; Longueur du véhicule : 3,25 mètres ;citadine;
peugeot_207;10000;0;Modèle : Peugeot 207, Puissance : 80 cv; Longueur du véhicule : 3,86 mètres ;citadine;
peugeot_206;9000;0;Modèle : Peugeot 206, Puissance : 90 cv; Longueur du véhicule : 3,75 mètres ;citadine;
audi_A1;20000;4;Modèle : Audi A1, Puissance : 115 cv; Longueur du véhicule : 4 mètres ;citadine;
audi_a6;45000;4;Modèle : Audi A6, Puissance : 180 cv; Longueur du véhicule : 4,30 mètres ;berline;
BMW_série3;40000;18;Modèle: BMW série 3, Puissance : 200 cv; Longueur du véhicule : 5 mètres ;berline;
BMW_série4;50000;3;Modèle : BMW série 4, Puissance : 215 cv; Longueur du véhicule : 4,80 mètres ;berline;
mercedes_classeC;55000;0;Modèle classe C : Mercedes, Puissance : 180 cv; Longueur du véhicule : 5,15 mètres ;berline;
peugeot_508;47000;3;Modèle : Peugeot 508, Puissance : 210 cv; Longueur du véhicule : 4,75 mètres ;berline;
audi_q8;70000;0;Modèle : Audi Q8, Puissance : 300 cv; Longueur du véhicule : 4,73 mètres ;suv;
mercedes_GLC;90000;2;Modèle : Mercedes GLC, Puissance : 350 cv; Longueur du véhicule : 4,83 mètres ;suv;
mercedes_GLS;80000;10;Modèle : Mercedes GLS, Puissance : 315 cv; Longueur du véhicule : 4,56 mètres ;suv;
Porsche_Cayenne;110000;2;Modèle : Porsche Cayenne, Puissance : 450 cv; Longueur du véhicule : 4,82 mètres ;suv;
bmw_XM;65000;2;Modèle : BMW XM, Puissance : 360 cv; Longueur du véhicule : 4,68 mètres ;suv;
;;1;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
;;0;;;;
